CHS406X8,78.60,0.4064,0.008,0.01,0.000199,0.00097800,0.00127000,0.14100000,0.00039700,0.00000000
CHS406X10,97.80,0.4064,0.01,0.0125,0.000245,0.00121000,0.00157000,0.14000000,0.00049000,0.00000000
CHS406X12.5,121.00,0.4064,0.0125,0.0155,0.0003,0.00148000,0.00194000,0.13900000,0.00060100,0.00000000
CHS406X14.2,137.00,0.4064,0.0142,0.0175,0.000337,0.00166000,0.00219000,0.13900000,0.00067400,0.00000000
CHS406X16,154.00,0.4064,0.016,0.0196,0.000374,0.00184000,0.00244000,0.13800000,0.00074900,0.00000000
CHS457X6.3,70.00,0.457,0.0063,0.00892,0.000227,0.00099100,0.00128000,0.15900000,0.00045300,0.00000000
CHS457X8,88.60,0.457,0.008,0.0113,0.000284,0.00125000,0.00161000,0.15900000,0.00056900,0.00000000
CHS457X10,110.00,0.457,0.01,0.014,0.000351,0.00154000,0.00200000,0.15800000,0.00070200,0.00000000
CHS457X12.5,137.00,0.457,0.0125,0.0175,0.000431,0.00189000,0.00247000,0.15700000,0.00086300,0.00000000
CHS457X14.2,155.00,0.457,0.0142,0.0198,0.000485,0.00212000,0.00279000,0.15700000,0.00096900,0.00000000
CHS457X16,174.00,0.457,0.016,0.0222,0.00054,0.00236000,0.00311000,0.15600000,0.00108000,0.00000000
CHS508X6.3,77.90,0.508,0.0063,0.00993,0.000312,0.00123000,0.00159000,0.17700000,0.00062500,0.00000000
CHS508X8,98.60,0.508,0.008,0.0126,0.000393,0.00155000,0.00200000,0.17700000,0.00078600,0.00000000
CHS508X10,123.00,0.508,0.01,0.0156,0.000485,0.00191000,0.00248000,0.17600000,0.00097000,0.00000000
CHS508X12.5,153.00,0.508,0.0125,0.0195,0.000598,0.00235000,0.00307000,0.17500000,0.00120000,0.00000000
CHS508X14.2,173.00,0.508,0.0142,0.022,0.000672,0.00265000,0.00346000,0.17500000,0.00134000,0.00000000
CHS508X16,194.00,0.508,0.016,0.0247,0.000749,0.00295000,0.00387000,0.17400000,0.00150000,0.00000000
